"","organization_identifier","organization_formal_name","activity_identifier","activity_start_date","activity_start_time_time","activity_start_time_time_zone_code","monitoring_location_identifier","result_identifier","data_logger_line","result_detection_condition_text","characteristic_name","result_sample_fraction_text","result_measure_value","result_measure_measure_unit_code","result_status_identifier","result_value_type_name","result_analytical_method_method_identifier","result_analytical_method_method_identifier_context","result_analytical_method_method_name","result_analytical_method_method_qualifier_type_name","method_description_text","analysis_start_time_time","analysis_start_time_time_zone_code","result_detection_quantitation_limit_url","provider_name","project","trib_mainstem","river_mile","monitoring_location_name","monitoring_location_type_name","monitoring_location_description_text","huc_eight_digit_code","latitude_measure","longitude_measure","horizontal_collection_method_name","horizontal_coordinate_reference_system_datum_name","country_code","state_code","county_code","tributary_name","site_name","julian_day","season","hardness_mgl"
"11","KENAI_WQX","Kenai Watershed Forum","KENAI_WQX-10000026_2001-07-24_08:54:00","2001-07-24","08:54:00","AKDT","KENAI_WQX-10000026","STORET-56524262",NA,NA,"Total suspended solids",NA,6.7,"mg/l","Final","Actual","2540-D","APHA","2540 D ~ Total Suspended Solids in Water",NA,"https://www.nemi.gov/methods/method_summary/9819/",NA,NA,"https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-10000026_2001-07-24_08%3A54%3A00/results/56524262/resdetectqntlmts","STORET","KBL","t",36,"KBL_t_36.0","River/Stream","Moose_River",19020302,60.53687,-150.754724,"Interpolation-Satellite","NAD83","US",2,122,"Moose River","Moose River",205,"Summer",74.7564
"12","KENAI_WQX","Kenai Watershed Forum","KENAI_WQX-10000032_07/29/2008_08:53:00","2008-07-29","08:53:00","AKST","KENAI_WQX-10000032","STORET-56455033",NA,NA,"Total suspended solids",NA,0.8,"mg/l","Final","Actual","2540-D","APHA","2540 D ~ Total Suspended Solids in Water",NA,"https://www.nemi.gov/methods/method_summary/9819/",NA,NA,"https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-10000032_07%2F29%2F2008_08%3A53%3A00/results/56455033/resdetectqntlmts","STORET","KBL","t",74,"KBL_t_74.0","River/Stream","Russian_River",19020302,60.484622,-149.993955,"Interpolation-Satellite","NAD83","US",2,122,"Russian River","Russian River",211,"Summer",37.350696
"13","KENAI_WQX","Kenai Watershed Forum","KENAI_WQX-10000021_2005-07-26_09:00:00","2005-07-26","09:00:00","AKDT","KENAI_WQX-10000021","STORET-56498368",NA,NA,"Total suspended solids",NA,12.1,"mg/l","Final","Actual","2540-D","APHA","2540 D ~ Total Suspended Solids in Water",NA,"https://www.nemi.gov/methods/method_summary/9819/",NA,NA,"https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-10000021_2005-07-26_09%3A00%3A00/results/56498368/resdetectqntlmts","STORET","KBL","m",21,"KBL_m_21.0","River/Stream","Soldotna_Bridge",19020302,60.476634,-151.082099,"Interpolation-Satellite","NAD83","US",2,122,NA,"21",207,"Summer",29.427759
"14","KENAI_WQX","Kenai Watershed Forum","KENAI_WQX-10000027_07/17/2007_12:42:00","2007-07-17","12:42:00","AKDT","KENAI_WQX-10000027","STORET-56488059",NA,NA,"Total suspended solids",NA,12,"mg/l","Final","Actual","2540-D","APHA","2540 D ~ Total Suspended Solids in Water",NA,"https://www.nemi.gov/methods/method_summary/9819/",NA,NA,"https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-10000027_07%2F17%2F2007_12%3A42%3A00/results/56488059/resdetectqntlmts","STORET","KBL","m",40,"KBL_m_40.0","River/Stream","Bings_Landing",19020302,60.515441,-150.702069,"Interpolation-Satellite","NAD83","US",2,122,NA,"40",198,"Summer",138.9232
"15","KENAI_WQX","Kenai Watershed Forum","KENAI_WQX-10000027_07/26/2005_12:15:00","2005-07-26","12:15:00","AKDT","KENAI_WQX-10000027","STORET-56498460",NA,NA,"Total suspended solids",NA,14.2,"mg/l","Final","Actual","2540-D","APHA","2540 D ~ Total Suspended Solids in Water",NA,"https://www.nemi.gov/methods/method_summary/9819/",NA,NA,"https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-10000027_07%2F26%2F2005_12%3A15%3A00/results/56498460/resdetectqntlmts","STORET","KBL","m",40,"KBL_m_40.0","River/Stream","Bings_Landing",19020302,60.515441,-150.702069,"Interpolation-Satellite","NAD83","US",2,122,NA,"40",207,"Summer",27.492433
"16","KENAI_WQX","Kenai Watershed Forum","KENAI_WQX-10000031_07/29/2008_09:53:00","2008-07-29","09:53:00","AKST","KENAI_WQX-10000031","STORET-56455270",NA,NA,"Total suspended solids",NA,4.8,"mg/l","Final","Actual","2540-D","APHA","2540 D ~ Total Suspended Solids in Water",NA,"https://www.nemi.gov/methods/method_summary/9819/",NA,NA,"https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-10000031_07%2F29%2F2008_09%3A53%3A00/results/56455270/resdetectqntlmts","STORET","KBL","m",70,"KBL_m_70.0","River/Stream","Jims_Landing",19020302,60.481392,-150.11502,"Interpolation-Satellite","NAD83","US",2,122,NA,"70",211,"Summer",37.37029
"17","KENAI_WQX","Kenai Watershed Forum","KENAI_WQX-10000025_07/18/2000_09:06:00","2000-07-18","09:06:00","AKDT","KENAI_WQX-10000025","STORET-56950080",NA,NA,"Total suspended solids",NA,28,"mg/l","Final","Actual","2540-D","APHA","2540 D ~ Total Suspended Solids in Water",NA,"https://www.nemi.gov/methods/method_summary/9819/",NA,NA,"https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-10000025_07%2F18%2F2000_09%3A06%3A00/results/56950080/resdetectqntlmts","STORET","KBL","m",31,"KBL_m_31.0","River/Stream","Morgans_Landing",19020302,60.498284,-150.863121,"Interpolation-Satellite","NAD83","US",2,122,NA,"31",200,"Summer",30.075
"18","KENAI_WQX","Kenai Watershed Forum","KENAI_WQX-10000025_04/29/2003_11:30:00","2003-04-29","11:30:00","AKDT","KENAI_WQX-10000025","STORET-56516204",NA,NA,"Total suspended solids",NA,1,"mg/l","Final","Actual","2540-D","APHA","2540 D ~ Total Suspended Solids in Water",NA,"https://www.nemi.gov/methods/method_summary/9819/",NA,NA,"https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-10000025_04%2F29%2F2003_11%3A30%3A00/results/56516204/resdetectqntlmts","STORET","KBL","m",31,"KBL_m_31.0","River/Stream","Morgans_Landing",19020302,60.498284,-150.863121,"Interpolation-Satellite","NAD83","US",2,122,NA,"31",119,"Spring",32.8217
"19","KENAI_WQX","Kenai Watershed Forum","KENAI_WQX-10000021_07/20/2004_10:45:00","2004-07-20","10:45:00","AKDT","KENAI_WQX-10000021","STORET-56514639",NA,NA,"Total suspended solids",NA,9.64,"mg/l","Final","Actual","2540-D","APHA","2540 D ~ Total Suspended Solids in Water",NA,"https://www.nemi.gov/methods/method_summary/9819/",NA,NA,"https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-10000021_07%2F20%2F2004_10%3A45%3A00/results/56514639/resdetectqntlmts","STORET","KBL","m",21,"KBL_m_21.0","River/Stream","Soldotna_Bridge",19020302,60.476634,-151.082099,"Interpolation-Satellite","NAD83","US",2,122,NA,"21",202,"Summer",29.935397
"20","KENAI_WQX","Kenai Watershed Forum","KENAI_WQX-10000032_04/10/2002_10:36:00","2002-04-10","10:36:00","AKST","KENAI_WQX-10000032","STORET-57679669",NA,NA,"Total suspended solids",NA,1.3,"mg/l","Final","Actual","2540-D","APHA","2540 D ~ Total Suspended Solids in Water",NA,"https://www.nemi.gov/methods/method_summary/9819/",NA,NA,"https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-10000032_04%2F10%2F2002_10%3A36%3A00/results/57679669/resdetectqntlmts","STORET","KBL","t",74,"KBL_t_74.0","River/Stream","Russian_River",19020302,60.484622,-149.993955,"Interpolation-Satellite","NAD83","US",2,122,"Russian River","Russian River",100,"Spring",56.80912
"21","KENAI_WQX","Kenai Watershed Forum","KENAI_WQX-10000029_04/11/2001_10:40:00","2001-04-11","10:40:00","AKDT","KENAI_WQX-10000029","STORET-56524745",NA,NA,"Total suspended solids",NA,6,"mg/l","Final","Actual","2540-D","APHA","2540 D ~ Total Suspended Solids in Water",NA,"https://www.nemi.gov/methods/method_summary/9819/",NA,NA,"https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-10000029_04%2F11%2F2001_10%3A40%3A00/results/56524745/resdetectqntlmts","STORET","KBL","t",44,"KBL_t_44.0","River/Stream","Killey_River",19020302,60.481518,-150.632498,"Interpolation-Satellite","NAD83","US",2,122,"Killey River","Killey River",101,"Spring",29.6759
"22","KENAI_WQX","Kenai Watershed Forum","KENAI_WQX-10000031_07/16/2002_09:40:00","2002-07-16","09:40:00","AKDT","KENAI_WQX-10000031","STORET-56516848",NA,NA,"Total suspended solids",NA,2,"mg/l","Final","Actual","2540-D","APHA","2540 D ~ Total Suspended Solids in Water",NA,"https://www.nemi.gov/methods/method_summary/9819/",NA,NA,"https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-10000031_07%2F16%2F2002_09%3A40%3A00/results/56516848/resdetectqntlmts","STORET","KBL","m",70,"KBL_m_70.0","River/Stream","Jims_Landing",19020302,60.481392,-150.11502,"Interpolation-Satellite","NAD83","US",2,122,NA,"70",197,"Summer",31.57618
"23","KENAI_WQX","Kenai Watershed Forum","KENAI_WQX-10000028_05/01/2007_13:40:00","2007-05-01","13:40:00","AKDT","KENAI_WQX-10000028","STORET-56497132",NA,NA,"Total suspended solids",NA,23,"mg/l","Final","Actual","2540-D","APHA","2540 D ~ Total Suspended Solids in Water",NA,"https://www.nemi.gov/methods/method_summary/9819/",NA,NA,"https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-10000028_05%2F01%2F2007_13%3A40%3A00/results/56497132/resdetectqntlmts","STORET","KBL","m",43,"KBL_m_43.0","River/Stream","Upstream_Dow_Island",19020302,60.489844,-150.636905,"Interpolation-Satellite","NAD83","US",2,122,NA,"43",121,"Spring",25.660128
"24","KENAI_WQX","Kenai Watershed Forum","KENAI_WQX-10000024_07/29/2008_09:45:00","2008-07-29","09:45:00","AKST","KENAI_WQX-10000024","STORET-56454964",NA,NA,"Total suspended solids",NA,59,"mg/l","Final","Actual","2540-D","APHA","2540 D ~ Total Suspended Solids in Water",NA,"https://www.nemi.gov/methods/method_summary/9819/",NA,NA,"https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-10000024_07%2F29%2F2008_09%3A45%3A00/results/56454964/resdetectqntlmts","STORET","KBL","t",30,"KBL_t_30.0","River/Stream","Funny_River",19020302,60.489963,-150.860982,"Interpolation-Satellite","NAD83","US",2,122,"Funny River","Funny River",211,"Summer",27.43716
"25","KENAI_WQX","Kenai Watershed Forum","KENAI_WQX-10000026_04/10/2002_15:10:00","2002-04-10","15:10:00","AKST","KENAI_WQX-10000026","STORET-57679612",NA,NA,"Total suspended solids",NA,2,"mg/l","Final","Actual","2540-D","APHA","2540 D ~ Total Suspended Solids in Water",NA,"https://www.nemi.gov/methods/method_summary/9819/",NA,NA,"https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-10000026_04%2F10%2F2002_15%3A10%3A00/results/57679612/resdetectqntlmts","STORET","KBL","t",36,"KBL_t_36.0","River/Stream","Moose_River",19020302,60.53687,-150.754724,"Interpolation-Satellite","NAD83","US",2,122,"Moose River","Moose River",100,"Spring",82.15522
"26","KENAI_WQX","Kenai Watershed Forum","KENAI_WQX-10000425_04/29/2003_07:00:00","2003-04-29","07:00:00","AKDT","KENAI_WQX-10000425","STORET-56516342",NA,NA,"Total suspended solids",NA,0.7,"mg/l","Final","Actual","2540-D","APHA","2540 D ~ Total Suspended Solids in Water",NA,"https://www.nemi.gov/methods/method_summary/9819/",NA,NA,"https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-10000425_04%2F29%2F2003_07%3A00%3A00/results/56516342/resdetectqntlmts","STORET","KBL","m",82,"KBL_m_82.0","River/Stream","Kenai_Lake_Bridge",19020302,60.492,-149.81087,"Interpolation-Satellite","NAD83","US",2,122,NA,"82",119,"Spring",31.33886
"27","KENAI_WQX","Kenai Watershed Forum","KENAI_WQX-10000027_04/29/2003_12:00:00","2003-04-29","12:00:00","AKDT","KENAI_WQX-10000027","STORET-56516227",NA,NA,"Total suspended solids",NA,0.7,"mg/l","Final","Actual","2540-D","APHA","2540 D ~ Total Suspended Solids in Water",NA,"https://www.nemi.gov/methods/method_summary/9819/",NA,NA,"https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-10000027_04%2F29%2F2003_12%3A00%3A00/results/56516227/resdetectqntlmts","STORET","KBL","m",40,"KBL_m_40.0","River/Stream","Bings_Landing",19020302,60.515441,-150.702069,"Interpolation-Satellite","NAD83","US",2,122,NA,"40",119,"Spring",28.3399
"28","KENAI_WQX","Kenai Watershed Forum","KENAI_WQX-10000026_2009-07-21_12:00:00","2009-07-21","12:00:00","AKDT","KENAI_WQX-10000026","STORET-56412754",NA,NA,"Total suspended solids",NA,7.6,"mg/l","Final","Actual","2540-D","APHA","2540 D ~ Total Suspended Solids in Water",NA,"https://www.nemi.gov/methods/method_summary/9819/",NA,NA,"https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-10000026_2009-07-21_12%3A00%3A00/results/56412754/resdetectqntlmts","STORET","KBL","t",36,"KBL_t_36.0","River/Stream","Moose_River",19020302,60.53687,-150.754724,"Interpolation-Satellite","NAD83","US",2,122,"Moose River","Moose River",202,"Summer",76.68721
"29","KENAI_WQX","Kenai Watershed Forum","KENAI_WQX-10000024_07/18/2000_11:34:00","2000-07-18","11:34:00","AKDT","KENAI_WQX-10000024","STORET-56950287",NA,NA,"Total suspended solids",NA,32.7,"mg/l","Final","Actual","2540-D","APHA","2540 D ~ Total Suspended Solids in Water",NA,"https://www.nemi.gov/methods/method_summary/9819/",NA,NA,"https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-10000024_07%2F18%2F2000_11%3A34%3A00/results/56950287/resdetectqntlmts","STORET","KBL","t",30,"KBL_t_30.0","River/Stream","Funny_River",19020302,60.489963,-150.860982,"Interpolation-Satellite","NAD83","US",2,122,"Funny River","Funny River",200,"Summer",35.35416
"30","KENAI_WQX","Kenai Watershed Forum","KENAI_WQX-10000002_2010-07-27_10:55:00","2010-07-27","10:55:00","AKDT","KENAI_WQX-10000002","STORET-67840354",NA,NA,"Total suspended solids",NA,1828,"mg/l","Final","Actual","2540-D","APHA","2540 D ~ Total Suspended Solids in Water",NA,"https://www.nemi.gov/methods/method_summary/9819/",NA,NA,"https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-10000002_2010-07-27_10%3A55%3A00/results/67840354/resdetectqntlmts","STORET","KBL","m",1.5,"KBL_m_01.5","River/Stream","City_of_Kenai_Docks",19020302,60.54368,-151.22294,"Interpolation-Satellite","NAD83","US",2,122,NA,"1.5",208,"Summer",122.2082
"31","KENAI_WQX","Kenai Watershed Forum","KENAI_WQX-10000005_2013/05/07_09:10","2013-05-07","09:10:00","AKDT","KENAI_WQX-10000005","STORET-235174258",NA,NA,"Total suspended solids",NA,139.5,"mg/l","Final","Actual","2540-D","APHA","2540 D ~ Total Suspended Solids in Water",NA,"https://www.nemi.gov/methods/method_summary/9819/","1-01-01 10:30:00","AKDT","https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-10000005_2013%2F05%2F07_09%3A10/results/235174258/resdetectqntlmts","STORET","KBL","m",6.5,"KBL_m_06.5","River/Stream","Cunningham_Park",19020302,60.54081,-151.18278,"Interpolation-Satellite","NAD83","US",2,122,NA,"6.5",127,"Spring",45.565
"32","KENAI_WQX","Kenai Watershed Forum","KENAI_WQX-10000023_04/29/2003_10:15:00","2003-04-29","10:15:00","AKDT","KENAI_WQX-10000023","STORET-56516181",NA,NA,"Total suspended solids",NA,0.7,"mg/l","Final","Actual","2540-D","APHA","2540 D ~ Total Suspended Solids in Water",NA,"https://www.nemi.gov/methods/method_summary/9819/",NA,NA,"https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-10000023_04%2F29%2F2003_10%3A15%3A00/results/56516181/resdetectqntlmts","STORET","KBL","m",23,"KBL_m_23.0","River/Stream","Swiftwater_Park",19020302,60.480338,-151.030847,"Interpolation-Satellite","NAD83","US",2,122,NA,"23",119,"Spring",33.2336
"33","KENAI_WQX","Kenai Watershed Forum","KENAI_WQX-10000002_07/16/2002_13:45:00","2002-07-16","13:45:00","AKDT","KENAI_WQX-10000002","STORET-56516572",NA,NA,"Total suspended solids",NA,136.7,"mg/l","Final","Actual","2540-D","APHA","2540 D ~ Total Suspended Solids in Water",NA,"https://www.nemi.gov/methods/method_summary/9819/",NA,NA,"https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-10000002_07%2F16%2F2002_13%3A45%3A00/results/56516572/resdetectqntlmts","STORET","KBL","m",1.5,"KBL_m_01.5","River/Stream","City_of_Kenai_Docks",19020302,60.54368,-151.22294,"Interpolation-Satellite","NAD83","US",2,122,NA,"1.5",197,"Summer",122.05328
"34","KENAI_WQX","Kenai Watershed Forum","KENAI_WQX-10000002_2009-07-21_11:14:00","2009-07-21","11:14:00","AKDT","KENAI_WQX-10000002","STORET-56412317",NA,NA,"Total suspended solids",NA,2034,"mg/l","Final","Actual","2540-D","APHA","2540 D ~ Total Suspended Solids in Water",NA,"https://www.nemi.gov/methods/method_summary/9819/",NA,NA,"https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-10000002_2009-07-21_11%3A14%3A00/results/56412317/resdetectqntlmts","STORET","KBL","m",1.5,"KBL_m_01.5","River/Stream","City_of_Kenai_Docks",19020302,60.54368,-151.22294,"Interpolation-Satellite","NAD83","US",2,122,NA,"1.5",202,"Summer",93.6484
"35","KENAI_WQX","Kenai Watershed Forum","KENAI_WQX-10000016_2001-07-24_12:05:00","2001-07-24","12:05:00","AKDT","KENAI_WQX-10000016","STORET-56523917",NA,NA,"Total suspended solids",NA,26,"mg/l","Final","Actual","2540-D","APHA","2540 D ~ Total Suspended Solids in Water",NA,"https://www.nemi.gov/methods/method_summary/9819/",NA,NA,"https://www.waterqualitydata.us/data/providers/STORET/organizations/KENAI_WQX/activities/KENAI_WQX-10000016_2001-07-24_12%3A05%3A00/results/56523917/resdetectqntlmts","STORET","KBL","m",10.1,"KBL_m_10.1","River/Stream","Kenai_River_near_Beaver_creek",19020302,60.539279,-151.142263,"Interpolation-Satellite","NAD83","US",2,122,NA,"10.1",205,"Summer",31.586
