"","organization_formal_name","activity_identifier","activity_start_date","activity_start_time_time","activity_start_time_time_zone_code","monitoring_location_identifier","characteristic_name","result_measure_value","result_measure_measure_unit_code","result_status_identifier","result_value_type_name","result_analytical_method_method_identifier","result_analytical_method_method_identifier_context","result_analytical_method_method_name","project","trib_mainstem","river_mile","monitoring_location_name","monitoring_location_type_name","huc_eight_digit_code","drainage_area_measure_measure_value","drainage_area_measure_measure_unit_code","latitude_measure","longitude_measure","source_map_scale_numeric","horizontal_accuracy_measure_measure_value","horizontal_accuracy_measure_measure_unit_code","horizontal_collection_method_name","horizontal_coordinate_reference_system_datum_name","vertical_measure_measure_value","vertical_measure_measure_unit_code","vertical_accuracy_measure_measure_value","vertical_accuracy_measure_measure_unit_code","vertical_collection_method_name","vertical_coordinate_reference_system_datum_name","julian_day","season"
"14","Kenai Watershed Forum","KENAI_WQX-10000065_07/24/2007_21:00:00","2007-07-24","21:00:00","AKDT","KENAI_WQX-10000065","Benzene",0.91,"ug/l","Final","Actual","624","USEPA","Purgeable Organics in Wastewater","KBX","m",7,"KBX_m_07.0","River/Stream Perennial",19020302,NA,NA,60.539,-151.176,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,205,"Summer"
"15","Kenai Watershed Forum","KENAI_WQX-10000131_07/22/2007_10:30:00","2007-07-22","10:30:00","AKST","KENAI_WQX-10000131","Benzene",1,"ug/l","Final","Actual","624","USEPA","Purgeable Organics in Wastewater","KBX","m",5,"KBX_m_05.0","River/Stream Perennial",19020302,NA,NA,60.527,-151.209,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,203,"Summer"
"16","Kenai Watershed Forum","KENAI_WQX-10000131_07/21/2007_16:10:00","2007-07-21","16:10:00","AKST","KENAI_WQX-10000131","Benzene",1.3,"ug/l","Final","Actual","624","USEPA","Purgeable Organics in Wastewater","KBX","m",5,"KBX_m_05.0","River/Stream Perennial",19020302,NA,NA,60.527,-151.209,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,202,"Summer"
"17","Kenai Watershed Forum","KENAI_WQX-10000066_07/21/2009_11:59:00","2009-07-21","11:59:00","AKDT","KENAI_WQX-10000066","Benzene",0.53,"ug/l","Final","Actual","624","USEPA","Purgeable Organics in Wastewater","KBX","m",1.5,"KBX_m_01.5","River/Stream Perennial",19020302,NA,NA,60.544,-151.226,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,202,"Summer"
"18","Kenai Watershed Forum","KENAI_WQX-10000066_07/19/2008_14:02:00","2008-07-19","14:02:00","AKDT","KENAI_WQX-10000066","Benzene",0.91,"ug/l","Final","Actual","624","USEPA","Purgeable Organics in Wastewater","KBX","m",1.5,"KBX_m_01.5","River/Stream Perennial",19020302,NA,NA,60.544,-151.226,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,201,"Summer"
"19","Kenai Watershed Forum","KENAI_WQX-10000066_07/19/2008_8:37:00","2008-07-19","08:37:00","AKDT","KENAI_WQX-10000066","Benzene",0.86,"ug/l","Final","Actual","624","USEPA","Purgeable Organics in Wastewater","KBX","m",1.5,"KBX_m_01.5","River/Stream Perennial",19020302,NA,NA,60.544,-151.226,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,201,"Summer"
"20","Kenai Watershed Forum","KENAI_WQX-10000066_07/25/2004_22:08:00","2004-07-25","22:08:00","AKDT","KENAI_WQX-10000066","Benzene",1.8,"ug/l","Final","Actual","624","USEPA","Purgeable Organics in Wastewater","KBX","m",1.5,"KBX_m_01.5","River/Stream Perennial",19020302,NA,NA,60.544,-151.226,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,207,"Summer"
"21","Kenai Watershed Forum","KENAI_WQX-10000066_07/20/2008_14:43:00","2008-07-20","14:43:00","AKDT","KENAI_WQX-10000066","Benzene",0.67,"ug/l","Final","Actual","624","USEPA","Purgeable Organics in Wastewater","KBX","m",1.5,"KBX_m_01.5","River/Stream Perennial",19020302,NA,NA,60.544,-151.226,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,202,"Summer"
"22","Kenai Watershed Forum","KENAI_WQX-10000066_07/20/2008_20:25:00","2008-07-20","20:25:00","AKDT","KENAI_WQX-10000066","Benzene",0.52,"ug/l","Final","Actual","624","USEPA","Purgeable Organics in Wastewater","KBX","m",1.5,"KBX_m_01.5","River/Stream Perennial",19020302,NA,NA,60.544,-151.226,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,202,"Summer"
"23","Kenai Watershed Forum","KENAI_WQX-10000066_07/22/2007_11:15:00","2007-07-22","11:15:00","AKST","KENAI_WQX-10000066","Benzene",2.2,"ug/l","Final","Actual","624","USEPA","Purgeable Organics in Wastewater","KBX","m",1.5,"KBX_m_01.5","River/Stream Perennial",19020302,NA,NA,60.544,-151.226,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,203,"Summer"
"24","Kenai Watershed Forum","KENAI_WQX-10000066_07/19/2008_14:12:00","2008-07-19","14:12:00","AKDT","KENAI_WQX-10000066","Benzene",0.83,"ug/l","Final","Actual","624","USEPA","Purgeable Organics in Wastewater","KBX","m",1.5,"KBX_m_01.5","River/Stream Perennial",19020302,NA,NA,60.544,-151.226,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,201,"Summer"
"25","Kenai Watershed Forum","KENAI_WQX-10000066_07/20/2008_14:05:00","2008-07-20","14:05:00","AKDT","KENAI_WQX-10000066","Benzene",0.87,"ug/l","Final","Actual","624","USEPA","Purgeable Organics in Wastewater","KBX","m",1.5,"KBX_m_01.5","River/Stream Perennial",19020302,NA,NA,60.544,-151.226,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,202,"Summer"
"26","Kenai Watershed Forum","KENAI_WQX-10000066_07/19/2008_20:50:00","2008-07-19","20:50:00","AKDT","KENAI_WQX-10000066","Benzene",0.7,"ug/l","Final","Actual","624","USEPA","Purgeable Organics in Wastewater","KBX","m",1.5,"KBX_m_01.5","River/Stream Perennial",19020302,NA,NA,60.544,-151.226,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,201,"Summer"
"27","Kenai Watershed Forum","KENAI_WQX-10000066_07/24/2004_19:59:00","2004-07-24","19:59:00","AKDT","KENAI_WQX-10000066","Benzene",0.91,"ug/l","Final","Actual","624","USEPA","Purgeable Organics in Wastewater","KBX","m",1.5,"KBX_m_01.5","River/Stream Perennial",19020302,NA,NA,60.544,-151.226,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,206,"Summer"
"28","Kenai Watershed Forum","KENAI_WQX-10000066_07/21/2007_22:00:00","2007-07-21","22:00:00","AKST","KENAI_WQX-10000066","Benzene",2.3,"ug/l","Final","Actual","624","USEPA","Purgeable Organics in Wastewater","KBX","m",1.5,"KBX_m_01.5","River/Stream Perennial",19020302,NA,NA,60.544,-151.226,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,202,"Summer"
"29","Kenai Watershed Forum","KENAI_WQX-10000066_07/19/2009_21:49:00","2009-07-19","21:49:00","AKDT","KENAI_WQX-10000066","Benzene",0.76,"ug/l","Final","Actual","624","USEPA","Purgeable Organics in Wastewater","KBX","m",1.5,"KBX_m_01.5","River/Stream Perennial",19020302,NA,NA,60.544,-151.226,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,200,"Summer"
"30","Kenai Watershed Forum","KENAI_WQX-10000066_07/19/2008_18:15:00","2008-07-19","18:15:00","AKDT","KENAI_WQX-10000066","Benzene",1.1,"ug/l","Final","Actual","624","USEPA","Purgeable Organics in Wastewater","KBX","m",1.5,"KBX_m_01.5","River/Stream Perennial",19020302,NA,NA,60.544,-151.226,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,201,"Summer"
"31","Kenai Watershed Forum","KENAI_WQX-10000066_07/18/2006_15:05:00","2006-07-18","15:05:00","AKDT","KENAI_WQX-10000066","Benzene",2.3,"ug/l","Final","Actual","602","USEPA","Purgeable Aromatics in Wastewater by GC","KBX","m",1.5,"KBX_m_01.5","River/Stream Perennial",19020302,NA,NA,60.544,-151.226,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,199,"Summer"
"32","Kenai Watershed Forum","KENAI_WQX-10000068_07/25/2004_20:43:00","2004-07-25","20:43:00","AKDT","KENAI_WQX-10000068","Benzene",1,"ug/l","Final","Actual","624","USEPA","Purgeable Organics in Wastewater","KBX","m",3.8,"KBX_m_03.8","River/Stream Perennial",19020302,NA,NA,60.52162,-151.24264,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,207,"Summer"
"33","Kenai Watershed Forum","KENAI_WQX-10000068_07/25/2004_22:34:00","2004-07-25","22:34:00","AKDT","KENAI_WQX-10000068","Benzene",1.4,"ug/l","Final","Actual","624","USEPA","Purgeable Organics in Wastewater","KBX","m",3.8,"KBX_m_03.8","River/Stream Perennial",19020302,NA,NA,60.52162,-151.24264,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,207,"Summer"
"34","Kenai Watershed Forum","KENAI_WQX-10000002_07/26/2005_14:50:00","2005-07-26","14:50:00","AKDT","KENAI_WQX-10000002","Benzene",1.4,"ug/l","Final","Actual","602","USEPA","Purgeable Aromatics in Wastewater by GC","KBL","m",1.5,"KBL_m_01.5","River/Stream",19020302,NA,NA,60.54368,-151.22294,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,207,"Summer"
"35","Kenai Watershed Forum","KENAI_WQX-10000068_07/21/2006_14:40:00","2006-07-21","14:40:00","AKDT","KENAI_WQX-10000068","Benzene",2.9,"ug/l","Final","Actual","602","USEPA","Purgeable Aromatics in Wastewater by GC","KBX","m",3.8,"KBX_m_03.8","River/Stream Perennial",19020302,NA,NA,60.52162,-151.24264,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,202,"Summer"
"36","Kenai Watershed Forum","KENAI_WQX-10000131_07/22/2007_21:10:00","2007-07-22","21:10:00","AKST","KENAI_WQX-10000131","Benzene",0.9,"ug/l","Final","Actual","624","USEPA","Purgeable Organics in Wastewater","KBX","m",5,"KBX_m_05.0","River/Stream Perennial",19020302,NA,NA,60.527,-151.209,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,203,"Summer"
"37","Kenai Watershed Forum","KENAI_WQX-10000131_07/24/2007_10:50:00","2007-07-24","10:50:00","AKDT","KENAI_WQX-10000131","Benzene",0.93,"ug/l","Final","Actual","624","USEPA","Purgeable Organics in Wastewater","KBX","m",5,"KBX_m_05.0","River/Stream Perennial",19020302,NA,NA,60.527,-151.209,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,205,"Summer"
"38","Kenai Watershed Forum","KENAI_WQX-10000131_07/30/2007_18:20:00","2007-07-30","18:20:00","AKDT","KENAI_WQX-10000131","Benzene",0.23,"ug/l","Final","Actual","624","USEPA","Purgeable Organics in Wastewater","KBX","m",5,"KBX_m_05.0","River/Stream Perennial",19020302,NA,NA,60.527,-151.209,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,211,"Summer"
"39","Kenai Watershed Forum","KENAI_WQX-10000131_07/22/2007_18:50:00","2007-07-22","18:50:00","AKST","KENAI_WQX-10000131","Benzene",0.86,"ug/l","Final","Actual","624","USEPA","Purgeable Organics in Wastewater","KBX","m",5,"KBX_m_05.0","River/Stream Perennial",19020302,NA,NA,60.527,-151.209,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,203,"Summer"
"40","Kenai Watershed Forum","KENAI_WQX-10000063_07/18/2006_15:35:00","2006-07-18","15:35:00","AKDT","KENAI_WQX-10000063","Benzene",1.6,"ug/l","Final","Actual","602","USEPA","Purgeable Aromatics in Wastewater by GC","KBX","m",3.5,"KBX_m_03.5","River/Stream Perennial",19020302,NA,NA,60.52238,-151.24544,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,199,"Summer"
"41","Kenai Watershed Forum","KENAI_WQX-10000071_07/30/2004_13:32:00","2004-07-30","13:32:00","AKDT","KENAI_WQX-10000071","Benzene",0.32,"ug/l","Final","Actual","624","USEPA","Purgeable Organics in Wastewater","KBX","m",10,"KBX_m_10.0","River/Stream Perennial",19020302,NA,NA,60.53344,-151.1475,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,212,"Summer"
"42","Kenai Watershed Forum","KENAI_WQX-10000131_07/22/2007_18:40:00","2007-07-22","18:40:00","AKST","KENAI_WQX-10000131","Benzene",1,"ug/l","Final","Actual","624","USEPA","Purgeable Organics in Wastewater","KBX","m",5,"KBX_m_05.0","River/Stream Perennial",19020302,NA,NA,60.527,-151.209,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,203,"Summer"
"43","Kenai Watershed Forum","KENAI_WQX-10000068_07/14/2004_11:11:00","2004-07-14","11:11:00","AKDT","KENAI_WQX-10000068","Benzene",0.76,"ug/l","Final","Actual","624","USEPA","Purgeable Organics in Wastewater","KBX","m",3.8,"KBX_m_03.8","River/Stream Perennial",19020302,NA,NA,60.52162,-151.24264,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,196,"Summer"
"44","Kenai Watershed Forum","KENAI_WQX-10000068_07/24/2004_17:10:00","2004-07-24","17:10:00","AKDT","KENAI_WQX-10000068","Benzene",0.97,"ug/l","Final","Actual","624","USEPA","Purgeable Organics in Wastewater","KBX","m",3.8,"KBX_m_03.8","River/Stream Perennial",19020302,NA,NA,60.52162,-151.24264,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,206,"Summer"
"45","Kenai Watershed Forum","KENAI_WQX-10000068_07/25/2004_14:15:00","2004-07-25","14:15:00","AKDT","KENAI_WQX-10000068","Benzene",1.4,"ug/l","Final","Actual","624","USEPA","Purgeable Organics in Wastewater","KBX","m",3.8,"KBX_m_03.8","River/Stream Perennial",19020302,NA,NA,60.52162,-151.24264,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,207,"Summer"
"46","Kenai Watershed Forum","KENAI_WQX-10000131_07/22/2007_16:20:00","2007-07-22","16:20:00","AKST","KENAI_WQX-10000131","Benzene",1,"ug/l","Final","Actual","624","USEPA","Purgeable Organics in Wastewater","KBX","m",5,"KBX_m_05.0","River/Stream Perennial",19020302,NA,NA,60.527,-151.209,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,203,"Summer"
"47","Kenai Watershed Forum","KENAI_WQX-10000066_07/20/2008_12:29:00","2008-07-20","12:29:00","AKDT","KENAI_WQX-10000066","Benzene",1.3,"ug/l","Final","Actual","624","USEPA","Purgeable Organics in Wastewater","KBX","m",1.5,"KBX_m_01.5","River/Stream Perennial",19020302,NA,NA,60.544,-151.226,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,202,"Summer"
"48","Kenai Watershed Forum","KENAI_WQX-10000066_07/24/2007_19:03:00","2007-07-24","19:03:00","AKDT","KENAI_WQX-10000066","Benzene",1.3,"ug/l","Final","Actual","624","USEPA","Purgeable Organics in Wastewater","KBX","m",1.5,"KBX_m_01.5","River/Stream Perennial",19020302,NA,NA,60.544,-151.226,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,205,"Summer"
"49","Kenai Watershed Forum","KENAI_WQX-10000005_07/20/2004_10:30:00","2004-07-20","10:30:00","AKDT","KENAI_WQX-10000005","Benzene",1.1,"ug/l","Final","Actual","602","USEPA","Purgeable Aromatics in Wastewater by GC","KBL","m",6.5,"KBL_m_06.5","River/Stream",19020302,NA,NA,60.54081,-151.18278,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,202,"Summer"
"50","Kenai Watershed Forum","KENAI_WQX-10000071_07/17/2007_10:40:00","2007-07-17","10:40:00","AKDT","KENAI_WQX-10000071","Benzene",1.1,"ug/l","Final","Actual","602","USEPA","Purgeable Aromatics in Wastewater by GC","KBX","m",10,"KBX_m_10.0","River/Stream Perennial",19020302,NA,NA,60.53344,-151.1475,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,198,"Summer"
"51","Kenai Watershed Forum","KENAI_WQX-10000071_07/18/2007_11:24:00","2007-07-18","11:24:00","AKDT","KENAI_WQX-10000071","Benzene",0.76,"ug/l","Final","Actual","602","USEPA","Purgeable Aromatics in Wastewater by GC","KBX","m",10,"KBX_m_10.0","River/Stream Perennial",19020302,NA,NA,60.53344,-151.1475,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,199,"Summer"
"52","Kenai Watershed Forum","KENAI_WQX-10000131_07/24/2007_18:30:00","2007-07-24","18:30:00","AKDT","KENAI_WQX-10000131","Benzene",0.75,"ug/l","Final","Actual","624","USEPA","Purgeable Organics in Wastewater","KBX","m",5,"KBX_m_05.0","River/Stream Perennial",19020302,NA,NA,60.527,-151.209,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,205,"Summer"
"53","Kenai Watershed Forum","KENAI_WQX-10000128_07/18/2007_11:06:00","2007-07-18","11:06:00","AKDT","KENAI_WQX-10000128","Benzene",0.68,"ug/l","Final","Actual","602","USEPA","Purgeable Aromatics in Wastewater by GC","KBX","m",10.2,"KBX_m_10.2","River/Stream Perennial",19020302,NA,NA,60.539,-151.142,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,199,"Summer"
"54","Kenai Watershed Forum","KENAI_WQX-10000005_07/26/2005_14:48:00","2005-07-26","14:48:00","AKDT","KENAI_WQX-10000005","Benzene",1,"ug/l","Final","Actual","602","USEPA","Purgeable Aromatics in Wastewater by GC","KBL","m",6.5,"KBL_m_06.5","River/Stream",19020302,NA,NA,60.54081,-151.18278,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,207,"Summer"
"55","Kenai Watershed Forum","KENAI_WQX-10000066_07/25/2004_10:11:00","2004-07-25","10:11:00","AKDT","KENAI_WQX-10000066","Benzene",0.32,"ug/l","Final","Actual","624","USEPA","Purgeable Organics in Wastewater","KBX","m",1.5,"KBX_m_01.5","River/Stream Perennial",19020302,NA,NA,60.544,-151.226,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,207,"Summer"
"56","Kenai Watershed Forum","KENAI_WQX-10000066_07/13/2005_14:38:00","2005-07-13","14:38:00","AKDT","KENAI_WQX-10000066","Benzene",1.7,"ug/l","Final","Actual","602","USEPA","Purgeable Aromatics in Wastewater by GC","KBX","m",1.5,"KBX_m_01.5","River/Stream Perennial",19020302,NA,NA,60.544,-151.226,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,194,"Summer"
"57","Kenai Watershed Forum","KENAI_WQX-10000063_07/13/2005_15:15:00","2005-07-13","15:15:00","AKDT","KENAI_WQX-10000063","Benzene",1.3,"ug/l","Final","Actual","602","USEPA","Purgeable Aromatics in Wastewater by GC","KBX","m",3.5,"KBX_m_03.5","River/Stream Perennial",19020302,NA,NA,60.52238,-151.24544,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,194,"Summer"
"58","Kenai Watershed Forum","KENAI_WQX-10000011_10000068_2004-07-03","2004-07-03","12:32:00","AKDT","KENAI_WQX-10000068","Benzene",0.53,"ug/l","Final","Actual","624","USEPA","Purgeable Organics in Wastewater","KBX","m",3.8,"KBX_m_03.8","River/Stream Perennial",19020302,NA,NA,60.52162,-151.24264,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,185,"Summer"
"59","Kenai Watershed Forum","KENAI_WQX-10000065_07/25/2004_21:16:00","2004-07-25","21:16:00","AKDT","KENAI_WQX-10000065","Benzene",0.77,"ug/l","Final","Actual","624","USEPA","Purgeable Organics in Wastewater","KBX","m",7,"KBX_m_07.0","River/Stream Perennial",19020302,NA,NA,60.539,-151.176,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,207,"Summer"
"60","Kenai Watershed Forum","KENAI_WQX-10000071_07/19/2007_12:36:00","2007-07-19","12:36:00","AKDT","KENAI_WQX-10000071","Benzene",0.87,"ug/l","Final","Actual","602","USEPA","Purgeable Aromatics in Wastewater by GC","KBX","m",10,"KBX_m_10.0","River/Stream Perennial",19020302,NA,NA,60.53344,-151.1475,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,200,"Summer"
